시도,시군구,건강증진센터명,건강증진센터구분,소재지도로명주소,위도,경도,건강증진업무내용,운영기관전화번호,건강증진사업내용
서울특별시,송파구,송파건강증진센터,건강증진,서울특별시 송파구 올림픽로 326,37.514469,127.1058587,일반종합검진,02-2147-3539,
서울특별시,송파구,송파건강관리센터,건강증진,서울특별시 송파구 올림픽로 326,37.51447565,127.1058587,"1차 진료, 운동, 영양, 금연, 치매,대사증후군 관리서비스 제공",02-2147-3456,
경기도,연천군,연천군건강증진센터,건강증진,경기도 연천군 전곡읍 은대성로 95,38.02353445,127.0609628,"영양상담, 운동처방",031-839-4178,
경상북도,울릉군,울릉군 통합건강증진실,건강증진,경상북도 울릉군 울릉읍 울릉순환로 396-18,37.48590672,130.8994626,"통합건강증진사업(금연, 절주, 신체활동, 영양구강, 심뇌혈관질환예방관리, 아토피천식, 여성어린이특화, 재활, 방문건강관리 등), 기초건강측정(혈압, 혈당, 염도, CO)",054-790-6826,
전라북도,고창군,고창군정신건강복지센터,정신보건,전라북도 고창군 고창읍 전봉준로 90,35.4437625509,126.6832504419,"중증정신질환자관리사업, 정신건강증진사업, 아동청소년 정신건강증진사업, 자살예방 심리치유지원사업",063-563-8751,
대전광역시,유성구,유성구 보건소 건강증진센터,건강증진,대전광역시 유성구 유성대로 730번길 51,36.3581253,127.3354682,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",042-611-5096,
대전광역시,서구,서구보건소 건강증진센터,건강증진,대전광역시 서구 만년로 74,36.3670619,127.3810998,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",042-288-4673,
대전광역시,서구,관저보건지소 건강증진센터,건강증진,대전광역시 서구 구봉산북로 300,36.3010372,127.3450071,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",042-288-4634,
대전광역시,동구,동구보건지소 건강증진지원센터,건강증진,대전광역시 동구 현암로 22(삼성동),36.3429869594,127.4204616889,"개인별 맞춤형 운동처방, 비만, 신체활동 교육, 체성분검사, 운동상담 등",042-636-7629,
대전광역시,대덕구,대덕구 보건소 건강생활지원센터,건강증진,대전광역시 대덕구 동춘당로 187,36.3672076725,127.4308386054,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",042-608-4474,
전라남도,장성군,장성군정신건강복지센터,건강증진,전라남도 장성군 장성읍 청운11길 13,35.30454285,126.7824532,"정신질환자 등록관리,자살예방사업, 아동청소년 정신보건사업",061-395-0199,
전라남도,장성군,장성군치매안심센터,정신보건,전라남도 장성군 장성읍 성산5길17,35.3233002988,126.8083670054,"치매환자 등록 및 관리사업, 조호물품 지원, 인지재활프로그램 운영, 치매환자 가족 지원사업, 치매안심마을 운영, 치매조기검진사업, 치매치료관리비 지원, 실종예방 인식표 발급등",061-390-7160,
경상북도,포항시,통합건강증진센터,건강증진,경상북도 포항시 북구 삼흥로 98,36.07066182,129.3804374,"대사증후군 관리 원스톱 운영, 생애주기별, 생활터별 건강증진 프로그램 운영, 모바일헬스케어 운영",054-270-4105,
경상북도,포항시,통합건강증진센터,건강증진,경상북도 포항시 남구 동해안로 6119,35.99244128,129.396245,"대사증후군 관리 원스톱 운영, 생애주기별, 생활터별 건강증진 프로그램 운영, 모바일헬스케어 운영",054-270-4081,
경상북도,성주군,건강증진센터,건강증진,경상북도 성주군 성밖숲길 12,35.91741735,128.2785293,건강증진상담및교육,054-930-8193,
강원도,양구군,양구군정신건강증진센터,정신보건,강원도 양구군 양구읍 관공서로 42,38.10994446,127.9892036,"정신장애인 재활프로그램 운영, 자살예방",033-480-2789,
전라남도,나주시,빛가람건강생활지원센터,건강증진,전라남도 나주시 빛가람로 721,35.0222053958,126.790659,건강증진,061-339-4751,
전라남도,나주시,나주시정신건강증진센터,정신보건,전라남도 나주시 건재로 211,35.051091,126.7237199,정신보건,061-330-4114,
경기도,용인시,수지구보건소 건강증진센터,건강증진,경기도 용인시 수지구 포은대로 435,37.3222219027,127.0974474224,"모바일헬스케어, 운동관리, 영양관리, 건강관리, 영양플러스사업",031-324-8838,
경기도,용인시,용인시정신건강복지센터,정신보건,경기도 용인시 기흥구 신갈로58번길 11,37.272634,127.106729,"정신질환자 관리 및 정신건강증진사업,자살예방사업",031-286-0949,
경기도,용인시,용인시정신건강복지센터 부설자살예방센터,정신보건,경기도 용인시 기흥구 신갈로58번길 11,37.272634,127.106729,자살예방 및 생명존중사업,031-286-0949,
충청남도,계룡시,통합건강증진센터,건강증진,충청남도 계룡시 장안로 54,36.2730058,127.250047,"신체활동, 영양, 비만, 만성질환 검사 및 상담",042-840-3531,
경기도,화성시,웰빙건강클리닉센터(우정),건강증진,경기도 화성시 우정읍 쌍봉로 109-14,37.0898259089,126.8153597,생애주기별_신체활동프로그램_제공,031-369-6413,
경기도,화성시,웰빙건강클리닉센터(우정),건강증진,경기도 화성시 우정읍 쌍봉로 109-14,37.0898259089,126.8153597,생애주기별_신체활동프로그램_제공,031-369-6413,
경기도,화성시,웰빙건강클리닉센터(서신),건강증진,경기도 화성시 서신면 궁평항로 1702,37.1665869768,126.7087356267,생애주기별_신체활동프로그램_제공,031-369-6482,
경기도,화성시,웰빙건강클리닉센터(서신),건강증진,경기도 화성시 서신면 궁평항로 1702,37.1665869768,126.7087356267,생애주기별_신체활동프로그램_제공,031-369-6482,
경기도,화성시,U_만성질환관리센터(보건소),건강증진,경기도 화성시 향남읍 3.1만세로 1055,37.1292815681,126.9045557299,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-369-6371,
경기도,화성시,U_만성질환관리센터(동탄),건강증진,경기도 화성시 노작로 226-9,37.2070698,127.0786006746,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-369-4374,
경기도,화성시,U_만성질환관리센터(기배),건강증진,경기도 화성시 기안남로 62,37.2243352918,126.9846364182,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-369-4491,
경기도,화성시,U_만성질환관리센터(봉담),건강증진,경기도 화성시 봉담읍 동화새터길 109,37.2170543838,126.9611048104,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-369-6253,
경기도,화성시,U_만성질환관리센터(정남),건강증진,경기도 화성시 정남면 서봉로 998,37.160272937,126.9711096594,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-369-4481,
경기도,화성시,U_만성질환관리센터(정남),건강증진,경기도 화성시 정남면 서봉로 998,37.160272937,126.9711096594,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-3699-4481,
경기도,화성시,웰빙건강클리닉센터(우정),건강증진,경기도 화성시 우정읍 쌍봉로 109-14,37.0898259089,126.8153597,생애주기별_신체활동프로그램_제공,031-5189-6413,
경기도,화성시,웰빙건강클리닉센터(우정),건강증진,경기도 화성시 우정읍 쌍봉로 109-14,37.0898259089,126.8153597,생애주기별_신체활동프로그램_제공,031-5189-6413,
경기도,화성시,U_만성질환관리센터(보건소),건강증진,경기도 화성시 향남읍 3.1만세로 1055,37.1292815681,126.9045557299,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-5189-6371,
경기도,화성시,U_만성질환관리센터(동탄),건강증진,경기도 화성시 노작로 226-9,37.2070698,127.0786006746,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-5189-4374,
경기도,화성시,U_만성질환관리센터(기배),건강증진,경기도 화성시 기안남로 62,37.2243352918,126.9846364182,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-5189-4491,
경기도,화성시,U_만성질환관리센터(봉담),건강증진,경기도 화성시 봉담읍 동화새터길 109,37.2170543838,126.9611048104,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-5189-6253,
경기도,화성시,U_만성질환관리센터(정남),건강증진,경기도 화성시 정남면 서봉로 998,37.160272937,126.9711096594,고혈압_당뇨병_이상지질혈증_비만_비약물관리,031-5189-4481,
부산광역시,금정구,장전2동건강생활지원센터,,"부산광역시 금정구 금정로 29-6, 5층",35.22747442,129.0855113,,051-519-5801,"금연, 절주, 신체활동, 영양, 만성질환예방 및 관리사업, 비만"
부산광역시,남구,문현2동건강생활지원센터,,부산광역시 남구 전포대로92번길 31-7,35.14527179,129.0686869,,051-607-6931,"심뇌혈관질환예방관리, 신체활동, 치매"
부산광역시,금정구,금정구건강생활지원센터,,부산광역시 금정구 서동로 175번길 41-5,35.21544759,129.1074472,,051-519-5481,"금연, 절주, 신체활동, 영양, 만성질환예방 및 관리사업, 재활"
부산광역시,동구,행복동구건강생활지원센터,,부산광역시 동구 안창로 90,35.14449013,129.0396681,,051-440-6391,"재활, 한의약건강증진, 아토피 천식 예방관리, 만성질환 예방 및 관리, 금연, 절주, 신체활동, 영양"
부산광역시,동래구,동래구건강생활지원센터,,부산광역시 동래구 명장로32,35.20469662,129.1042478,,051-550-1992,"영양, 신체활동, 심뇌혈관질환예방관리, 금연, 절주, 비만, 치매"
부산광역시,부산진구,당감건강생활지원센터,,"부산광역시 부산진구 백양순환로 40, 당감4동주민센터 4층~5층",35.16822222,129.0334223,,051-605-6113,"심뇌혈관, 신체활동, 비만, 영양, 구강, 금연, 절주, 치매"
부산광역시,부산진구,개금2동건강생활지원센터,,"부산광역시 부산진구 복지로 93, 개금2동주민센터 2층",35.14490697,129.0195347,,051-605-6693,"심뇌혈관, 신체활동, 비만, 치매"
부산광역시,사하구,다대건강생활지원센터,,부산광역시 사하구 다대로 530번길 7,35.05916984,128.9713294,,051-220-5727,"만성질환 예방 및 관리사업, 신체활동, 영양, 금연절주, 정신건강관리"
부산광역시,중구,중구건강생활지원센터,,부산광역시 중구 흑교로 48(보수동1가),35.10377395,129.0253563,,051-600-4726,"영양, 금연, 절주, 심뇌혈관질환예방관리, 운동, 재활"
부산광역시,남구,문현1동건강생활지원센터,,부산광역시 남구 고동골로60번길 1,35.14253417,129.0713224,,051-607-6912,"심뇌혈관질환예방관리, 신체활동, 치매"
경기도,남양주시,화도건강생활지원센터,,경기도 남양주시 화도읍 비룡로 59,37.65784853,127.3007112,,031-590-8433,"신체활동, 비만, 영양, 만성질환예방관리"
부산광역시,남구,용호3동건강생활지원센터,,부산광역시 남구 동명로164번길 40,35.11733521,129.1141211,,051-607-6771,"심뇌혈관질환예방관리, 신체활동, 치매"
부산광역시,사하구,장림1동건강생활지원센터,,부산광역시 사하구 장림로161번길2 보림행복센터,35.08305432,128.9668712,,051-262-9485,"금연, 치매, 신체활동, 심뇌혈관질환예방관리"
부산광역시,부산진구,개금3동건강생활지원센터,,부산광역시 부산진구 개금본동로 88,35.15576358,129.0219366,,051-605-6548,"심뇌혈관, 신체활동, 비만, 치매"
대구광역시,북구,구암건강생활지원센터,,대구광역시 북구 구암서로 30,35.9386464,128.5660100361,,053-665-4281,"건강동아리, 신체활동, 금연, 치매, 방문건강관리"
대구광역시,서구,서구건강생활지원센터(대구광역시),,대구광역시 서구 서대구로7길 46,35.86074781,128.551416,,053-663-3231,"신체활동, 심뇌혈관질환예방관리"
대구광역시,수성구,고산건강생활지원센터,,대구광역시 수성구 욱수천로 99,35.8369885,128.7128212,,053-666-3160,"모바일헬스케어, 심뇌혈관질환예방관리, 신체활동, 구강, 금연, 방문, 모자보건, 치매"
인천광역시,계양구,효성건강생활지원센터,,"인천광역시 계양구 봉오대로 543번길 21, 효성평생건강센터 3층",37.53252721,126.7086103,,032-430-7793,"금연, 신체활동, 심뇌혈관질환예방관리"
인천광역시,남동구,간석건강생활지원센터,,인천광역시 남동구 간석로 41번길 18,37.46745879,126.7130108,,032-453-5960,"만성질환예방관리, 장애인재활사업, 치매주간보호센터사업, 이동건강관리사업, 건강생활실천사업"
인천광역시,부평구,열우물건강생활지원센터,,인천광역시 부평구 열우물로 103,37.47580459,126.6961223,,032-459-3164,"금연, 신체활동, 심뇌혈관질환예방관리"
인천광역시,서구,가좌건강생활지원센터,,인천광역시 서구 건지로 284번길 60,37.49392982,126.6730351,,032-718-0570,"건강원스톱사업, 심뇌혈관예방사업, 건강증진프로그램, 금연 및 흡연예방, 임산부등록 및 관리, 구강, 혈관노화도, 혈압ㆍ혈당ㆍ재활기구 대여사업"
인천광역시,서구,검단건강생활지원센터,,인천광역시 서구 완정로 214,37.60359312,126.6529572,,032-718-0580,"금연, 임산부, 신체활동, 심뇌혈관질환예방관리"
인천광역시,서구,석남건강생활지원센터,,"인천광역시 서구 길주로 79, 6층",37.50676483,126.670879,,032-718-0550,"건강생활실천사업, 심뇌혈관질환예방관리, 금연, 임산부등록, 재활기구대여, 불소양치용액배부 및 틀니세척"
인천광역시,서구,완정건강생활지원센터,,"인천광역시 서구 청마로 167번길 19, 2층",37.59210015,126.6746299,,032-718-0530,"건강생활실천, 심뇌혈관질환예방, 신체활동, 금연, 구강, 모자, 재활"
인천광역시,연수구,송도건강생활지원센터,,인천광역시 연수구 인천타워대로54번길 19,37.37978091,126.6465727,,032-749-6915,"만성질환관리, 건강생활실천관리, 장애인재활관리, 모자보건관리"
광주광역시,광산구,수완건강생활지원센터,,광주광역시 광산구 장덕로 158,35.19707398,126.8257309,,062-960-8822,"건강생활실천사업, 신체활동, 아토피, 심뇌혈관질환예방관리, 모자보건사업, 재활사업 등"
광주광역시,광산구,우산건강생활지원센터,,광주광역시 광산구 사암로 167,35.15931267,126.8075588,,062-960-3801,"구강, 건강생활실천, 모바일 헬스케어, 대사증후군, 재활"
경기도,남양주시,호평건강생활지원센터,,경기도 남양주시 호평로68번길 21,37.65456793,127.2489488,,031-590-8088,"신체활동, 비만, 만성질환예방관리, 스트레스관리"
광주광역시,남구,월산건강생활지원센터,,광주광역시 남구 중앙로 12,35.14458489,126.8999216,,062-607-6151,"만성질환예방관리, 건강생활실천, 치매예방관리, 영양교육, 운동처방실, 건강동아리활동지원지역사회 연계협력"
광주광역시,남구,주월건강생활지원센터,,광주광역시 남구 군분로 13번길 10,35.13480924,126.8944811,,062-607-3133,"신체활동, 영양교육, 건강의날, 운동처방실, 건강동아리활동지원, 만성질환예방관리, 지역사회 연계협력, 심뇌혈관질환 예방관리"
광주광역시,동구,지원건강생활지원센터,,"광주광역시 동구 지원로 31-9, 2층(소태동)",35.1253006,126.9351767,,062-608-3950,"만성질환예방 및 관리사업, 신체활동, 영양, 비만, 재활"
광주광역시,북구,두암건강생활지원센터,,광주광역시 북구 군왕로 141번길 6,35.17431405,126.9324676,,062-410-8984,"방문건강관리, 재활보건"
광주광역시,북구,본촌건강생활지원센터,,광주광역시 북구 양산택지로79번길 26,35.2140802,126.879098,,062-410-6226,"만성질환예방관리, 신체활동, 방문, 어린이, 임산부"
광주광역시,서구,서구건강생활지원센터(광주광역시),,광주광역시 서구 운천로 172번길 32,35.14818147,126.8601043,,062-350-4173,심뇌혈관질환예방관리
광주광역시,서구,쌍촌건강생활지원센터,,"광주광역시 서구 쌍학로 47, 쌍촌종합사회복지관 2층",35.14738171,126.8688313,,062-350-4741,"금연, 신체활동, 심뇌혈관질환예방관리"
대전광역시,대덕구,남부건강생활지원센터(대전광역시),,대전광역시 대덕구 동춘당로 187,36.36720767,127.4308386,,042-608-4472,"금연, 영양, 신체활동, 심뇌혈관질환예방관리"
울산광역시,남구,무거건강생활지원센터,,울산광역시 남구 대학로 147번길 41-26,35.55124507,129.2596407,,052-226-2340,"신체활동, 영양, 금연, 심뇌혈관질환예방관리, 재활, 방문"
세종특별자치시,마음로,고운동건강생활지원센터,,세종특별자치시 마음로 64,36.50497406,127.2353641,,044-301-2900,"심뇌혈질환관리사업, 신체활동, 영양 등"
경기도,고양시,고양건강생활지원센터,,"경기도 고양시 덕양구 혜음로 19-11, 고양동종합복지회관 3층",37.70251731,126.9011967,,02-8075-9668~,"신체활동, 영양교육, 대사증후군예방관리"
경기도,광명시,100세건강생활지원센터,,경기도 광명시 오리로 1018,37.48091392,126.8504732,,02-2680-5173~,"심뇌혈관질환예방관리, 신체활동, 금연, 임산부, 아토피천식"
경기도,광주시,오포건강생활지원센터,,경기도 광주시 오포읍 오포로 884-1,37.36912576,127.2322113,,031-760-2558,"모바일헬스케어, 아토피천식 예방관리, 재활사업, 신체활동"
경기도,남양주시,다산건강생활지원센터,,"경기도 남양주시 다산중앙로 7, 다산행정복지센터 2층",37.61392759,127.1555489,,031-590-8583,"신체활동, 비만, 영양, 만성질환예방관리"
경기도,남양주시,별내건강생활지원센터,,경기도 남양주시 별내3로 64-21,37.64616615,127.1218825,,031-590-8190,"신체활동, 비만, 심뇌혈관질환예방관리"
경기도,남양주시,오남건강생활지원센터,,"경기도 남양주시 오남읍 진건오남로 806-34, 오남읍사무소 2층",37.69857479,127.2048424,,031-590-8501,"신체활동, 비만, 심뇌혈관질환예방관리"
경기도,남양주시,와부건강생활지원센터,,경기도 남양주시 와부읍 월문천로 35,37.58551527,127.2163281,,031-590-2751,"신체활동, 영양, 만성질환예방관리, 구강건강관리"
경기도,시흥시,배곧건강생활지원센터,,경기도 시흥시 배곧4로 94-41,37.37170542,126.735733,,031-428-0005~,"신체활동, 만성질환 예방 및 관리사업"
경기도,시흥시,중부건강생활지원센터,,경기도 시흥시 목감우회로 23,37.38165404,126.8587492,,031-310-0702,"재활보건사업, 영양, 심뇌혈관질환예방관리, 금연, 구강, 여성과 어린이 건강증진, 신체활동, 기타"
경기도,안산시,서부건강생활지원센터(안산시),,경기도 안산시 단원구 신길중앙로 15(신길동),37.33799202,126.7621943,,031-481-6466,"대사증후군 검진, 금연클리닉, 흡연예방교육, 비만ㆍ고지혈증 관리, 당뇨ㆍ고혈압 관리, 영양운동절주 통합상담, 나트륨줄이기 염도계 대여"
경기도,안산시,반월건강생활지원센터,,경기도 안산시 상록구 건건로 119-4,37.31219292,126.904515,,031-481-3792,"금연, 신체활동, 심뇌혈관질환예방관리"
경기도,안성시,공도건강생활지원센터,,경기도 안성시 공도읍 공도로 51-11,36.99971892,127.1661071,,031-678-6801,"신체활동, 만성질환예방관리"
경기도,양주시,동부건강생활지원센터(양주시),,경기도 양주시 화합로 1426번길 90,37.83814181,127.068036,,031-8082-4365,"금연, 신체활동, 심뇌혈관, 대사증후군, 모바일헬스케어, 영양플러스, 재활"
경기도,양주시,서부건강생활지원센터(양주시),,경기도 양주시 광적면 부흥로 618번길 303,37.81249969,126.9723072,,031-8082-4375,"금연, 신체활동, 심뇌혈관, 대사증후군, 한의약, 영양사업"
경기도,오산시,오산시건강생활지원센터,,"경기도 오산시 문헌공로 45, 1층",37.17664285,127.0545674,,031-8036-6580,"심뇌혈관질환예방관리, 한의약건강증진, 운동관리"
경기도,이천시,마장건강생활지원센터,,경기도 이천시 마장면 중앙로 81,37.24993986,127.3585048,,031-644-7186~,"금연, 신체활동, 심뇌혈관질환예방관리, 모자보건, 구강, 치매"
경기도,평택시,포승건강생활지원센터,,경기도 평택시 포승읍 여술로 47,36.98936154,126.847404,,031-8024-8626,"금연, 신체활동, 심뇌혈관질환예방관리, 만성질환, 영양, 비만예방, 재활"
강원도,강릉시,남부건강생활지원센터(강릉시),,강원도 강릉시 강릉대로313번길 6,37.76499482,128.9019205,,033-660-2488,"재활사업, 만성질환예방및관리사업"
강원도,고성군,고성군건강생활지원센터,,강원도 고성군 거진읍 행랑골길 24-1,38.44927612,128.4551781,,033-680-4129/,"구강보건, 방문건강관리, 치매관리, 심뇌혈관질환관리, 신체활동, 금연"
강원도,원주시,남원주건강생활지원센터,,강원도 원주시 단관공원길 86,37.31637775,127.9573873,,033-737-5205,"금연, 신체활동, 영양, 건강상담실"
강원도,원주시,서원주건강생활지원센터,,강원도 원주시 지정면 가곡로 75-2,37.37717937,127.8754203,,033-737-3723,"만성질환 관리, 금연, 영양, 운동"
강원도,철원군,서면건강생활지원센터,,강원도 철원군 서면 무금로48번길 15,38.24438377,127.4374319,,033-450-5654,"금연, 구강, 신체활동, 심뇌혈관질환예방관리"
강원도,춘천시,춘천시건강생활지원센터,,강원도 춘천시 우두하리길 21(우두동),37.90185741,127.741043,,033-250-4489~,"신체활동, 만성질환예방관리, 재활, 영양, 신체활동, 금연, 절주"
강원도,평창군,평창군건강생활지원센터,,강원도 평창군 진부면 석두산2길 13,37.63726765,128.553517,,033-336-6128,"운동, 영양, 신체활동, 금연, 심뇌혈관질환예방관리"
강원도,홍천군,북방면건강생활지원센터,,강원도 홍천군 북방면 상화계2길 17,37.70603412,127.854258,,033-430-4131~,북방면 건강증진프로그램 운영-만성질환관리사업-신체활동증진사업-영양사업-건강플러스마을사업등
충청북도,음성군,맹동건강생활지원센터,,충청북도 음성군 맹동면 사예2길 35,36.91364052,127.5449461,,043-871-2191,"신체활동, 만성질환 예방 및 관리사업"
충청북도,제천시,용두동건강생활지원센터,,충청북도 제천시 용두대로17길 8,37.14231622,128.200363,,043-641-3282,"신체활동, 만성, 영양, 구강"
충청북도,진천군,덕산건강생활지원센터,,충청북도 진천군 덕산읍 연미로 31,36.89973094,127.5282012,,043-539-7422,"신체활동, 영양, 임산부어린이, 만성질환예방관리"
충청남도,금산군,금산군건강생활지원센터,,충청남도 금산군 금산읍 건삼전3길 14,36.10157802,127.491428,,041-754-8334,"신체활동, 심뇌혈관질환예방관리, 금연, 절주, 구강"
충청남도,논산시,논산시건강생활지원센터,,충청남도 논산시 해월로125번길 26,36.20478349,127.0822883,,041-746-8027,"신체활동, 영양, 구강보건, 대사증후군관리"
충청남도,당진시,송악건강생활지원센터,,충청남도 당진시 송악읍 신복운로 99,36.93870119,126.7786187,,041-360-6080,"신체활동, 심뇌혈관질환예방관리, 영양실습교육"
충청남도,아산시,배방건강생활지원센터,,충청남도 아산시 배방읍 용연동길 50,36.79320709,127.0939081,,041-536-8722,"금연, 신체활동, 심뇌혈관질환예방관리, 만선질환관리, 아토피천식사업, 건강프로그램"
충청남도,천안시,청수건강생활지원센터,,"충청남도 천안시 동남구 청수6로 106-3, 6층",36.78962635,127.1553044,,041-521-5897,"금연, 한의약, 신체활동, 심뇌혈관질환예방관리, 치매, 영양, 비만, 방문건강관리"
충청남도,천안시,성정건강생활지원센터,,충청남도 천안시 서북구 서부8길 29,36.8197755,127.1398835,,041-521-2584,"금연, 신체활동, 심뇌혈관질환예방관리, 구강, 방문, 영양, 어린이"
충청남도,태안군,안면읍건강생활지원센터,,충청남도 태안군 안면읍 장터로 149,36.52067135,126.344492,,041-671-5271,"신체활동, 치매, 금연, 심뇌혈관질환예방관리, 구강"
전라북도,군산시,서부건강생활지원센터(군산시),,전라북도 군산시 설림5길 83,35.97431549,126.6792743,,063-454-5172,"신체활동, 영양, 비만, 치매, 방문"
전라북도,익산시,동부건강생활지원센터(익산시),,전라북도 익산시 금마면 고도길 26-6,35.99379252,127.0501633,,063-859-7472,"신체활동, 영양, 만성및심뇌혈관질환예방관리, 치매예방관리, 금연, 절주"
전라북도,익산시,익산시건강생활지원센터,,전라북도 익산시 목천로 326,35.92690996,126.9566872,,063-859-4908,"통합건강증진사업, 만성질환예방관리사업, 재활보건사업"
전라북도,장수군,장계면건강생활지원센터,,전라북도 장수군 장계면 한들로 124,35.73112933,127.5856748,,063-352-8700,"심뇌혈관질환 예방관리, 영양, 신체활동, 금연, 장계면 보건사업 등"
전라남도,광양시,골약건강생활지원센터,,전라남도 광양시 성황3길 19(성황동),34.93757509,127.6777208,,061-797-4894,"금연, 영양, 신체활동, 만성질환관리, 치매예방, 임산부및 어린이건강증진"
전라남도,광양시,광영건강생활지원센터,,전라남도 광양시 금영로 127,34.96197069,127.7194206,,061-797-4075,"금연, 영양, 신체활동, 심뇌혈관질환예방관리, 치매"
전라남도,나주시,빛가람건강생활지원센터,,전라남도 나주시 빛가람로 721,35.0222063,126.7906417,,061-339-4751,"신체활동, 심뇌혈관질환예방관리, 여성어린이특화, 금연, 방문건강관리"
전라남도,무안군,남악건강생활지원센터,,전라남도 무안군 삼향읍 남악3로 40,34.80941904,126.4610002,,061-450-5004,"신체활동, 금연, 치매, 모자보건, 만성질환예방관리"
전라남도,순천시,신대건강생활지원센터,,전라남도 순천시 해룡면 신대로 142,34.93618947,127.5500873,,061-749-3640,"금연, 신체활동, 건강검진, 영양사업"
전라남도,순천시,연향건강생활지원센터,,전라남도 순천시 팔마3길 14-7,34.93468249,127.516378,,061-749-4260,"금연, 절주, 신체활동, 영양, 비만, 심뇌혈관"
전라남도,완도군,완도군건강생활지원센터,,전라남도 완도군 완도읍 청해진동로70,34.31779883,126.7355876,,061-550-6714,"신체활동, 비만예방, 영양사업, 대사증후군발견사업"
경상북도,김천시,봉산면건강생활지원센터,,경상북도 김천시 봉산면 예지송정길 9,36.14144378,128.0598364,,054-421-2871,"심뇌혈관사업, 치매예방사업, 신체활동, 심폐소생술 체험관, 치매분소"
경상남도,김해시,동부건강생활지원센터(김해시),,경상남도 김해시 분성로727번길 8-35(지내동),35.2300251,128.9224445,,055-320-5951,"재활, 만성질환관리, 금연, 절주, 영양, 신체활동"
경상남도,김해시,주촌건강생활지원센터,,경상남도 김해시 주촌면 주선로 29-1,35.23477742,128.8457571,,055-330-2602,"금연, 신체활동, 영양, 심뇌혈관질환예방관리"
경상남도,사천시,삼천포건강생활지원센터,,"경상남도 사천시 동금로 33, 2층",34.93092199,128.0790908,,055-831-5461,"신체활동, 만성질환예방관리"
경상남도,양산시,동부건강생활지원센터(양산시),,경상남도 양산시 덕계회야길 68(덕계동),35.37512088,129.149228,,055-392-6981,"신체활동, 절주, 영양, 심뇌, 치매, 비만"
경상남도,창원시,동부건강생활지원센터(창원시),,경상남도 창원시 진해구 용원로 41번길 8,35.10025913,128.8143601,,055-225-6221,"금연, 영양, 신체활동, 심뇌혈관질환예방관리"
경상남도,함안군,함안군건강생활지원센터,,경상남도 함안군 칠원읍 용산1길 54-5,35.31011238,128.5167043,,055-580-3312,"농부증재활, 신체활동, 심뇌혈관질환예방관리"
제주특별자치도,제주시,노형건강생활지원센터,,제주특별자치도 제주시 노형9길 9-4,33.48288157,126.4769921,,064-728-8721,"장애인 지역사회중심재활사업, 건강상담실 운영 등"
제주특별자치도,제주시,화북건강생활지원센터,,제주특별자치도 제주시 동화로1길 45-22,33.51836381,126.5783832,,064-728-8511,건강생활실천사업
