시도,시군구,치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,운영기관명,운영기관전화번호,주요치매관리프로그램소개,관리기관전화번호,관리기관명,제공기관명
서울특별시,강서구,강서구치매안심센터,치매안심센터,"서울특별시 강서구 화곡로 371, 경향교회선교관 3층",,37.556963,126.852184,학교법인 이화학당,02-3663-0943,"무료치매검진 및 진단, 치매예방교육, 치매예방인지재활프로그램, 치매가족지지 프로그램 등",02-2600-5877,서울특별시 강서구청,서울특별시 강서구
서울특별시,강남구,강남구치매안심센터,치매안심센터,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-26,37.5103117,127.0463776,삼성서울병원,02-3410-2114,치매조기선별검진 및 정밀검진+인지건강프로그램 및 쉼터 운영 등,02-3423-7123,서울특별시청+강남구보건소,서울특별시 강남구
경상남도,거제시,거제시 치매안심센터,치매안심센터,경상남도 거제시 거제중앙로 13길 25,"경상남도 거제시 고현동 159-11, 12",34.88218472,128.6236992,거제시보건소,055-639-6226,치매환자 등록 및 관리/ 치매조기검진 / 치매예방교육 및 인식개선/ 치매가족교육 및 자조모임/쉼터프로그램운영,055-639-6200,경상남도 거제시 보건소,경상남도 거제시
경기도,이천시,이천시 치매안심센터,치매안심센터,경기도 이천시 증신로153번길 13,경기도 이천시 증포동 152-2,37.2889554,127.4523668,이천시 보건소,031-644-4007,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보 교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-644-4007,이천시 보건소,경기도 이천시
경기도,이천시,남부치매안심센터,치매안심센터,경기도 이천시 장호원읍 서동대로8809번길 30-15,경기도 이천시 장호원읍 장호원리 371-1,37.11672581,127.6148957,이천시 보건소,031-645-3461,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보 교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-645-3460,이천시 보건소,경기도 이천시
강원도,춘천시,춘천시 치매안심센터,치매안심센터,강원도 춘천시 스무숲길 4-46,강원도 춘천시 석사동 171-8,37.846002,127.746997,춘천시보건소,033-250-4004,"치매검진(조기검진 무료, 정밀검진비 지원), 치매환자 치료비(약제비) 지원,  조호물품(기저귀,물티슈)지원, 인식표 제공, 배회감지기 지원, 치매환자 단기쉼터 운영, 치매환자 및 가족 지원, 상담 및 교육, 인지강화프로그램, 치매예방프로그램, 치매 극복의날 행사, 인식개선 및 홍보 등",033-250-4004,춘천시보건소,강원도 춘천시
경상남도,통영시,통영시 치매센터,치매안심센터,경상남도 통영시 안개4길 102(무전동),경상남도 통영시 무전동 401-1,34.85979047,128.4323385,경상남도 통영시,055-650-6100,"조기치매검진, 치매환자상담및등록관리, 고위험군집중검진및등록관리, 파트너선도단체양성, 인식개선및홍보, 사례관리운영, 인지강화교실운영, 쉼터운영, 기족교실운영, 치매환자실종예방, 관리비지원, 정밀진단비지원",055-650-6092,경상남도 통영시,경상남도 통영시
경상남도,창녕군,창녕군 치매안심센터,치매안심센터,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도 창녕군 창녕읍 교리 996-1,35.543618,128.4900551,창녕군보건소,055-530-6243,치매환자 등록 및 관리/ 치매조기검진 / 치매예방교육 및 인식개선/ 치매가족교육 및 자조모임/쉼터프로그램운영,055-530-6210,경상남도 창녕군보건소,경상남도 창녕군
광주광역시,북구,광주광역시북구치매안심센터,치매안심센터,광주광역시 북구 북문대로 234(동림동),광주광역시 북구 동림동 1156-3,35.18696192,126.8668762,광주광역시 북구 보건소,062-410-6598,"무료치매검사,치매치료비지원,인식표배부 등",062-410-8124,광주광역시 북구 보건소,광주광역시 북구
경상남도,고성군,고성군치매안심센터,치매안심센터,경상남도 고성군 고성읍 중앙로 35,경상남도 고성군 고성읍 성내리 27,34.97451724,128.3244477,고성군 보건소,055-670-4075,"치매조기검진, 위치주적기 및 인식표 지원, 재활프로그램운영, 치매 인식개선 교육 홍보 등",055-670-4053,경상남도 고성군,경상남도 고성군
부산광역시,사하구,사하구 치매안심센터(본소),치매안심센터,부산광역시 사하구 까치고개로 50-10,부산광역시 사하구 괴정동 12-31,35.10448346,129.006333,부산광역시 사하구보건소,051-220-5987,"치매조기검진, 치료관리비 지원, 치매 인식 개선을 위한 홍보 캠페인 등",051-220-5986,부산광역시 사하구보건소,부산광역시 사하구
부산광역시,사하구,사하구 치매안심센터(분소),치매안심센터,부산광역시 사하구 하신중앙로 185,부산광역시 사하구 신평동 646-2,35.09496298,128.9615461,부산광역시 사하구보건소,051-220-0074,"치매조기검진, 치료관리비 지원, 치매 인식 개선을 위한 홍보 캠페인 등",051-220-0074,부산광역시 사하구보건소,부산광역시 사하구
서울특별시,중랑구,서울특별시 중랑구치매안심센터,치매안심센터,서울특별시 중랑구 동일로 608 화성빌딩 2~3층,서울특별시 중랑구 면목동 161-34,37.58464368,127.0801244,서울북부병원,02-435-7540,"치매조기검진, 치매예방등록관리, 지역사회자원강화",02-2094-0852,"서울특별시청, 중랑구보건소",서울특별시 중랑구
서울특별시,금천구,금천구치매안심센터,치매안심센터,"서울특별시 금천구 시흥대로 123길 11(독산1동 주민센터) 6층, 7층",서울특별시 금천구 독산동 289-5,37.47021905,126.8970437,고려대학교 구로병원,02-3281-9082,"예방 및 인식개선 사업, 조기검진 사업,등록관리사업,치매치료관리비 지원사업, 지역사회 자원 강화사업",02-2627-2215,서울특별시 금천구 보건소,서울특별시 금천구
전라남도,신안군,신안군치매안심센터,치매안심센터,전라남도 신안군 압해읍 천사로 1004,,34.83360218,126.3514253,신안군보건소,061-240-8081,"치매조기검진사업,치매환자관리,치매예방교육,쉼터운영및가족카페,인식개선등",,전라남도 신안군청,전라남도 신안군
인천광역시,남동구,남동구보건소치매안심센터,치매안심센터,인천광역시 남동구 소래로 633,,37.4473902,126.7306784,남동구보건소,032-453-5913,"치매예방교육, 인지강화 프로그램, 쉼터 프로그램, 찾아가는 치매예방교육 및 선별검사",032-453-5914,치매정신건강과,인천광역시 남동구
경기도,동두천시,동두천시치매안심센터,치매안심센터,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-10,37.89661147,127.051717,동두천시 보건소,031-860-3395,"치매조기검사(선별검사,진단검사,감별검사),치매예방교육,인지강화프로그램, 치매환자및가족지원프로그램 등",031-860-3395,경기도 동두천시청 보건소,경기도 동두천시
경상남도,의령군,의령군치매안심센터,치매안심센터,경상남도 의령군 의령읍 의병로8길 16-1,경상남도 의령군 의령읍 서동리 534,35.31740278,128.2554461,의령군보건소,055-570-4072,"치매환자쉼터, 치매예방교실, 맞춤형 사례관리",055-570-4072,경상남도 의령군청,경상남도 의령군
부산광역시,북구,북구 치매상담센터,치매안심센터,부산광역시 북구 금곡대로 348,부산광역시 북구 화명동 1531-4,35.239295,129.014415,북구보건소,051-309-7032,"치매조기검진, 치매치료비지원, 인지재활프로그램 및 가족교육 등",051-309-7032,북구보건소,부산광역시 북구
인천광역시,옹진군,옹진군치매안심센터,치매안심센터,인천광역시 옹진군 백령면 백령로 833번길 26-29,인천광역시 옹진군 백령면 북포리 522-6,37.95793845,124.6647433,옹진군보건소,032-899-3670,"쉼터, 치매예방, 인지강화교실",032-899-3670,옹진군보건소,인천광역시 옹진군
전라남도,영암군,영암군치매안심센터,치매안심센터,전라남도 영암군 영암읍오리정길39,전라남도 영암군 영암읍 춘양리 525번지,34.79533941,126.7033414,치매안심센터,061-470-6030,"치매환자 쉼터, 치매예방교실인지강화교실",061-470-6525,영암군보건소,전라남도 영암군
경상북도,예천군,예천군치매안심센터,치매안심센터,경상북도 예천군 예천읍 군청길 33,경상북도 예천군 예천읍 노상리 125-1,36.65769827,128.4529801,예천군보건소,054-650-8100,"치매조기검진, 치매등록,치매환자쉼터, 인지강화교실, 치매예방교실, 치매예방교육, 치매서포터즈 및 치매극복선도단체 양성, 치매보듬마을 운영, 우리마을예쁜치매쉼터운영, 치매환자사례관리, 치매환자가족교실,자조모임운영,치매치료관리비지원, 조호물품제공, 배회인식표 및 지문인기 등록, 치매극복 전국걷기행사, 치매극복의날 기념 행사,치매관사업 DB자료 등록 및 분석",054-650-8100,경상북도 예천군 보건소,경상북도 예천군
울산광역시,동구,울산광역시 동구보건소 치매안심센터,치매안심센터,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.505086,129.4164300357,울산광역시 동구보건소,052-209-4060,"쉼터 운영,인지강화 및 인지재활 프로그램,힐링프로그램,자조모임",052-209-4060,울산광역시 동구보건소,울산광역시 동구
강원도,원주시,원주시치매안심센터,치매안심센터,강원도 원주시 지니기길 11-20,강원도 원주시 무실동 산140-1,37.32470828,127.924847,원주시보건소(치매안심과),033-737-4541,치매조기검사,033-737-4541,강원도 원주시청,강원도 원주시
인천광역시,연수구,연수구치매안심센터,치매안심센터,인천광역시 연수구 예술로20번길 15,인천광역시 연수구 선학동 100-2,37.4357471,126.699593,연수구보건소,032-749-8966,"무료치매검진, 등록관리, 교육홍보,인지개선프로그램, 가정방문(사례관리), 치매치료비 지원 등",032-749-8966,인천광역시 연수구보건소,인천광역시 연수구
전라남도,장흥군,장흥군보건소 치매안심센터,치매안심센터,전라남도 장흥군 장흥읍 동교1길 13,전라남도 장흥군 장흥읍 건산리 752-1,34.6770039,126.907038,장흥군보건소,061-860-6498,"치매예방 및 인식개선(교육, 홍보, 선도기관, 파트너양성)치매조기검진(선별, 진단,정밀)치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지강화 프로그램, 에방교실), 치매안심마을 운영, 치매쉼터, 치매실종예방사업, 치매치료비 지원, 치매조호물품지원,치매지역사회 지원강화, 치매통합관리 정보시스템 구축 운영",061-860-6498,장흥군보건소,전라남도 장흥군
광주광역시,서구,서구 치매안심센터,치매안심센터,광주광역시 서구 운천로172번길 32(쌍촌동),광주광역시 서구 쌍촌동 1003-3,35.1481692,126.8601743,광주광역시 서구 상무금호보건지소,062-350-4759,"치매조기검진, 치료관리비 지원, 실종예방 인식표 보급, 치매 인식 개선 홍보 캠페인 등",062-350-4759,광주광역시 서구 상무금호보건지소,광주광역시 서구
경상북도,경주시,경상북도 광역치매센터,광역치매센터,경상북도 경주시 동대로 87 동국대학교경주병원 5층,경상북도 경주시 석장동 1090-1,35.85850364,129.1928772,동국대병원,054-777-6400,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업,054-880-3804,경상북도,경상북도
경상북도,군위군,군위군치매안심센터,치매안심센터,경상북도 군위군 군위읍 군청로 70,경상북도 군위군 군위읍 동부리 676-3,36.2296599815,128.5699045819,경북도립노인전문요양병원,054-851-6000,"조기검진, 상담및등록, 조호물품제공, 치매환자쉼터 운영 등",,군위군청,경상북도 군위군
충청남도,당진시,당진시치매안심센터,치매안심센터,충청남도 당진시 서부로 56,충청남도 당진시 채운동 1004,36.88735969,126.6304725,당진시보건소,041-360-6075,"치매조기검진, 사랑채, 쉼터, 권역별쉼터, 고대안심마을, 가족지원, 치매인식개선, 치매파트너",041-360-6075,당진시보건소,충청남도 당진시
충청북도,제천시,제천시치매안심센터,치매안심센터,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.1493417043,128.2160864969,제천시보건소,043-641-3058,"무료치매조기검진, 치매예방 및 인지재활 프로그램, 치매환자지원(치료비, 조호물품 등) 및 치매파트너 양성 등",,제천시보건소,충청북도 제천시
부산광역시,부산진구,부산진구치매안심센터,치매안심센터,부산광역시 부산진구 새싹로253,부산광역시 부산진구 초읍동 278-8,35.178777,129.0475494,부산진구청,051-605-6107,"치매조기검진, 치매대상자 등록관리, 치매치료관리비지원, 치매인식개선 및 홍보 등",051-605-6107,부산진구보건소,부산광역시 부산진구
전라북도,전주시,전라북도광역치매센터,광역치매센터,전라북도 전주시 덕진구 견훤로 393 2층,,35.846046,127.152587,마음사랑병원,063-247-6082,"치매관리사업 계획 및 치매연구치매안심센터 및 노인복지시설 기술지원치매관련 종사인력에 대한 교육, 훈련 치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등",,전라북도청,전라북도
전라남도,곡성군,곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로854,전라남도 곡성군 곡성읍 읍내리 220,35.2788671618,127.2969045762,곡성군,061-360-8981,"등록관리, 쉼터,예방 등",061-360-8980,곡성군,전라남도 곡성군
부산광역시,남구,부산광역시남구 치매안심센터,치매안심센터,부산광역시 남구 수영로 155(대연동),부산광역시 남구 대연동 1768-3,35.13495561,129.0835533,남구보건소치매안심센터,051-607-3771,"인지재활프로그램, 고위험군 인지강화교실, 치매예방교실 등",051-607-3772,남구보건소치매안심센터,부산광역시 남구
전라남도,고흥군,고흥군 치매안심센터,치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,전라남도 고흥군 고흥읍 등암리 1258-21,34.5919855,127.2692469,고흥군보건소,061-830-6638,치매검진 및 예방 교육 가족교실 및 인지강화교실 운영,061-830-6638,고흥군보건소,전라남도 고흥군
부산광역시,동구,부산광역시 동구보건소 치매안심센터,치매안심센터,부산광역시 동구 구청로 14,부산광역시 동구 수정동 819-54,35.12832585,129.0450622,부산광역시 동구보건소,051-440-6443,"치매조기검진, 쉼터, 인지재활프로그램, 가족지원사업 등",051-440-6443,부산광역시 동구보건소,부산광역시 동구
강원도,고성군,고성군치매안심센터,치매안심센터,강원도 고성군 간성읍 수성로 30,강원도 고성군 간성읍 신안리 178,38.37761662,128.4721409,고성군보건소,033-680-3798,"치매조기검진사업, 쉼터, 가족지지, 인지재활 등",,고성군보건소,강원도 고성군
전라남도,목포시,목포시 치매안심센터,치매안심센터,전라남도 목포시 수문로32,전라남도 목포시 남교동 164,34.79313246,126.3829319,전라남도 목포시 하당보건지소,061-270-4271,"치매선별검사,치매인지재활프로그램, 치매환자등록관리",061-270-4271,전라남도 목포시청,전라남도 목포시
인천광역시,중구,중구치매안심센터,치매안심센터,인천광역시 중구 참외전로72번길 21,인천광역시 중구 전동 2-1,37.47721594,126.6291077,인천광역시 중구보건소,032-760-6063,"치매조기검진(선별,진단,감별검사), 치매환자등록관리, 맞춤형사례관리, 치매치료관리비 지원, 조호물품 지원, 치매안심마을 만들기, 공공후견인사업운영, 치매예방교실 운영(미술활동, 치매예방운동, 보드게임,한지공예,원예교실 등), 가족힐링프로그램(드라이플라워, 자조모임 등), 쉼터운영(운동치료,요리치료,미술치료,음악치료,감각활동,전산화인지재활,인지카드학습), 치매인식개선 및 홍보 사업, 치매파트너 양성사업 등.",032-760-6010,인천광역시 중구보건소,인천광역시 중구
전라남도,장성군,장성군치매안심센터,치매안심센터,전라남도 장성군 장성읍 성산5길 17,전라남도 장성군 장성읍 성산리 178-2,35.3233003,126.808367,장성군보건소,061-390-7160,"무료치매진단 및 선별검사, 치매극복의 날 캠페인, 치매파트너즈 교육, 치매예방, 인지재활교실 운영, 치매치료관리비 지원, 치매환자 쉼터, 가족카페 등",,장성군보건소,전라남도 장성군
경상북도,봉화군,봉화군치매안심센터,치매안심센터,경상북도 봉화군 봉화읍 봉화로 1203,경상북도 봉화군 봉화읍 내성리 285,36.89071878,128.7418543,봉화군 보건소,054-679-6791,"치매상담 및 등록, 치매 조기검진, 치매환자 조호물품 지원, 치매환자 배회감지기 지원, 치매치료관리비 지원, 치매환자 맞춤형 사례관리, 치매환자쉼터(봉화,춘양,재산,명호) 운영, 치매보듬마을 조성사업, 치매인식개선 교육 및 홍보, 치매선도학교 및 서포터즈 운영, 치매보듬쉼터 운영, 치매예방 인지강화프로그램 운영, 치매안심병원 성과기반 인센티브 제공 시범사업 운영, 산림농업 치유프로그램 연계사업 운영",,경상북도 봉화군청,경상북도 봉화군
전라북도,전주시,전주시 치매안심센터,치매안심센터,전라북도 전주시 완산구 전라감영로 33,전라북도 전주시 완산구 중앙동4가 30-1,35.81584604,127.1433514,전주시보건소,063-281-6291,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등",063-281-6291,전주시 보건소,전라북도 전주시
전라남도,완도군,완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.731327,완도군보건의료원,061-550-5810,치매조기검진 치매예방관리사업 치매사례관리 치매인식개선 및 홍보 치매공공후견인 치매치료관리비 지원사업,061-550-5810,완도군,전라남도 완도군
부산광역시,해운대구,부산광역시 해운대구,치매안심센터,부산광역시 해운대구 양운로 37번길 59,부산광역시 해운대구 좌동 1339,35.16410942,129.1786558,해운대구치매안심센터,051-749-0770,"치매조기검진(선별,정밀)치매환자 상담 및 등록관리조호물품지원치매치료비지원치매환자 공공후견인지원치매예방교실인지강화교실(두근두근뇌운동)인지재활교실 가족교실(헤아림)가족모임지원 등",051-749-7572,해운대구보건소,부산광역시 해운대구
전라북도,군산시,군산시치매안심센터,치매안심센터,전라북도 군산시 공단대로 482(나운동),전라북도 군산시 나운동 808-2,35.9646059,126.6897785,군산시보건소,063-454-5870,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",063-460-3277,군산시보건소,전라북도 군산시
경상남도,양산시,양산시치매안심센터,치매안심센터,경상남도 양산시 중앙로 7-32,경상남도 양산시 다방동 506-3,35.33215753,129.0379934,양산시치매안심센터,055-392-5175,"치매조기검진 및 예방 사업, 치매치료비 지원, 치매 환자 및 가족 지원 사업",055-392-5175,양산시보건소,경상남도 양산시
부산광역시,서구,서구치매안심센터,치매안심센터,부산광역시 서구 구덕로 127,부산광역시 서구 토성동5가 56-4,35.09633258,129.022058,서구보건소,051-240-4912,"치매조기검진, 등록관리, 인지향상교육, 의료비지원, 지역자원연계, 치매예방교육 및 인식개선사업 등",051-240-4912,서구보건소,부산광역시 서구
강원도,동해시,강원도동해시치매안심센터,치매안심센터,강원도 동해시 발한로 227 1층,강원도 동해시 발한동 17-9,37.5495162,129.1081409,강원도동해시치매안심센터,033-530-2426,"조기검진 및 상담, 치매치료관리비지원, 조호물품지원, 치매환자교실운영, 치매가족교실운영, 가족카페운영",033-530-2401,강원도 동해시보건소,강원도 동해시
전라북도,장수군,장수치매정신통합센터,치매안심센터,"전라북도 장수군 장수읍 장천로 255-10, 2층",전라북도 장수군 장수읍 노하리 360-2,35.65513121,127.5191364,보건의료원,063-350-2611,"상담 등록서비스, 치매조기검진서비스. 치매치료관리비 지원, 조호물품 지원, 맞춤형 사례관리 서비스,치매환자 쉼터 프로그램 운영, 치매환자 가족지원서비스, 치매예방관리사업, 치매인식개선사업",063-350-2670,보건사업과,전라북도 장수군
경기도,광주시,치매안심센터,치매안심센터,"경기도 광주시 초월읍 경충대로 1009-40, (쌍동리)",경기도 광주시 초월읍 쌍동리 163-7,37.36884573,127.3027505,광주시보건소,031-760-2521,"치매 조기검진, 맞춤형 사례관리 등치매예방 및 관리 서비스 제공",031-760-2110,광주시보건소,경기도 광주시
광주광역시,동구,동구치매안심센터,치매안심센터,"광주광역시 동구 서남로 14, 7층",광주광역시 동구 서석동 29,35.14495168,126.9231621,동구보건소,062-608-3490,"치매조기검진, 치매파트너 양성, 치매치료비지원, 인지재활교육, 치매예방교육",062-608-3472,광주광역시 동구,광주광역시 동구
강원도,철원군,철원군치매안심센터,치매안심센터,강원도 철원군 갈말읍 군탄로16,강원도 철원군 갈말읍 군탄리 960-2,38.1481382,127.3025602,철원군보건소,033-450-5105,치매어르신쉼터프로그램+농촌치유프로그램+치매조기검진 및 진단검사+치매예방교실프로그램+찾아가는경노당프로그램+분소운영+치매안심마을프로그램+치매인식개선캠페인 및 파트너양성교육+치매실종예방교실,033-450-5105,강원도 철원군 보건소,강원도 철원군
강원도,평창군,평창군치매안심센터,치매안심센터,강원도 평창군 평창읍 종부로 61,강원도 평창군 평창읍 종부리 504,37.36049168,128.388852,평창군보건의료원,033-330-4900,"치매환자 쉼터프로그램, 치매가족헤아림프로그램, 치매예방인지재활프로그램, 치매재가환자방문인지재활프로그램",033-330-4830,평창군보건의료원,강원도 평창군
전라남도,담양군,담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.32470339,126.9807889,담양군치매안심센터,061-380-3986,치매상담 및 등록관리사업+일반조기검진사업+치매치료관리비지원+치매환자조호물품제공+배회가능어르신인식표발급+인지강화프로그램운영+치매예방교육운영+치매예방교실운영+치매환자쉼터프로그램운영+헤아림가족교실운영+치매파트너양성+치매극복선도단체양성+치매환자맞춤형사례관리사업,061-380-3968,담양군청,전라남도 담양군
전라남도,광양시,광양시 치매안심센터,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,전라남도 광양시 광양읍 칠성리 898-3,34.980119,127.583648,광양시보건소,061-797-4059,"치매조기검진,치매가족자조모임,사례관리,인지강화프로그램",061-797-4122,광양시보건소,전라남도 광양시
서울특별시,용산구,용산구치매안심센터,치매안심센터,서울특별시 용산구 녹사평대로 150,,37.5324394,126.9904783,순천향대학교 서울병원,02-790-1541,"조기검진사업, 치매환자등록관리사업, 치매환자쉼터 운영사업, 가족모임운영, 교육 및 인지프로그램운영, 치매예방관리사업, 홍보사업, 치매파트너 양성, 지역자원강화사업 등",02-2199-8082,용산구보건소,서울특별시 용산구
서울특별시,동작구,동작구치매안심센터,치매안심센터,서울특별시 동작구 남부순환로 2025,서울특별시 동작구 사당동 1049-11,37.47643044,126.9736106,서울특별시 보라매병원,02-598-6088,"치매환자 상담 및 등록관리, 치매조기검진, 치매예방관리, 치매환자쉼터운영, 치매가족지원, 치매인식개선및교육홍보, 치매안심마을운영",02-820-9443,서울특별시 동작구보건소,서울특별시 동작구
충청남도,청양군,청양군치매안심센터,치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.45501978,126.8049308,청양군보건의료원,041-940-4500,"치매환자쉼터, 인지재활프로그램, 치매가족교실, 치매자조모임, 치매예방교실",041-940-4551,청양군보건의료원,충청남도 청양군
